FA 18:1,FA 18:2,FA 18:3,FA 20:4,FA 22:6,LPC O-16:0,LPC O-16:1,LPC O-18:0,LPC O-18:1,LPC O-18:2,LPE 16:0,LPE 17:0,LPE 18:0,LPE 18:1,LPE 18:2,LPE 18:3,LPE 20:3,LPE 20:4,LPE 20:5,LPE 22:4,LPE 22:5,LPE 22:6,LPE O-16:1,LPE O-18:1,LPE O-18:2,LPE O-20:1,LPG 18:1,LPG 18:2,LPI 18:0,LPI 18:1,LPI 18:2,LPI 20:3,LPI 20:4,Hex2NeuAcCer 34:1;O2,PE 34:1,PE 36:1,PE 36:2,PE 36:3,PE 36:4,PE 36:5,PE 37:4,PE 38:2,PE 38:4,PE 38:6,PE 40:6,PE 40:7,PE O-16:1_18:1,PE O-16:1_18:2,PE O-16:1_20:4,PE O-18:1_16:0,PE O-18:1_18:1,PE O-18:1_18:2,PE O-18:1_20:4,PE O-18:1_22:6,PE O-18:2_18:2,PE O-18:2_20:4,PE O-35:2
2.8137,2.8779,-0.5907,0.7031,1.385,0.0297,0.6456,-1.04,0.1385,-1.7109,1.3258,-2.3378,0.9355,0.9602,1.9684,-2.3669,-0.571,1.5973,-1.0788,-2.8633,-1.3453,1.4725,-1.5191,-1.1841,-2.0071,-1.7318,-1.5229,-1.7429,0.3677,0.1427,0.3193,-0.6603,0.9473,-0.3812,-0.5438,0.0766,1.603,0.36,0.405,-1.7904,-3.2758,-3.3551,1.6478,0.7896,0.2952,-1.344,-0.1881,-0.2659,1.0675,-1.9373,-0.2771,1.3643,2.1894,1.172,0.196,1.387,-2.6866
2.5432,2.287,-1.2559,0.3131,1.476,0.1335,0.2961,-0.8237,-0.8799,-2.4328,1.2786,-1.9946,1.0855,1.0422,2.4001,-2.5566,-0.5741,1.3788,-1.4959,-2.1493,-0.7717,0.8873,-1.2434,-0.8262,-1.9776,-1.6869,-1.1235,-1.6269,0.4922,0.273,-0.0611,-0.6046,0.5941,-0.4012,0.671,1.1916,2.9725,1.7014,0.9401,-1.07,-2.0644,-2.226,2.0418,1.1461,0.8607,-1.1034,0.0855,0.6626,1.3992,-1.5772,0.184,2.2769,2.3726,1.3761,0.6474,1.5258,-2.0178
3.9539,2.8912,-0.1265,0.8246,0.9451,0.546,0.8438,-0.6515,-0.0664,-1.9234,2.3312,-1.6714,1.315,1.3562,2.2427,-1.327,-0.2465,1.7715,-0.3871,-1.7286,-0.592,1.108,-0.6322,-0.5242,-1.5725,-1.5017,-1.3713,-1.9687,0.1821,0.4312,-0.3719,-0.5039,0.8095,-0.0809,0.8865,0.9318,2.1906,0.8762,1.2689,-0.6283,-2.3302,-2.5121,1.944,0.9908,0.4698,-1.2688,0.4401,0.6161,1.9809,-1.5631,0.468,2.0471,2.6883,1.172,0.7244,1.8359,-1.8659
2.4643,2.6196,-1.284,0.8363,1.8466,0.1335,0.7182,-1.1293,-0.7635,-1.494,0.9116,-2.2837,0.8621,0.7048,1.5218,-4.5747,-1.4714,1.0875,-2.2315,-2.4064,-1.7431,0.9104,-0.9346,-0.8121,-1.651,-1.7256,-1.5566,-1.6772,0.4266,0.3619,0.9433,-0.829,1.7331,-0.6063,-0.8805,-0.0827,1.5994,0.1477,0.0673,-2.912,-3.726,-3.7338,1.5284,0.6954,0.4521,-1.4075,-0.292,0.461,2.1337,-1.6648,-0.3232,1.8074,3.3212,1.785,0.6605,1.7379,-2.3246
4.8356,4.0568,0.4012,1.8872,2.346,1.1312,1.4018,-0.0923,1.0297,-1.3998,1.441,-1.8161,1.2331,0.4841,1.2288,-2.2777,-1.0241,1.3414,-1.487,-1.8275,-1.3144,0.933,-0.8087,-0.4115,-1.6822,-1.4946,-1.5723,-2.059,-0.1809,-0.7786,-0.7536,-1.0988,0.0587,0.123,-0.3434,-0.4301,1.1728,-0.5752,0.4528,-1.7963,-2.9607,-3.2076,1.8072,0.3232,-0.2144,-2.3503,-0.2158,-0.5069,1.0953,-1.4824,-0.0798,1.0861,3.2417,1.2742,0.0683,1.3181,-2.2493
3.6027,2.3357,-0.9038,1.1597,1.3011,1.2474,1.679,-0.114,1.4488,-1.1714,2.0416,-1.6921,1.3203,0.9331,1.8162,-2.5566,-0.802,1.5301,-1.8238,-1.6856,-1.1464,0.8733,-0.8535,-0.5923,-1.7535,-1.4939,-1.2676,-1.8822,-0.281,-0.7804,-0.673,-0.9927,0.2039,0.01,-0.5971,-0.6825,1.0742,-0.314,0.2643,-2.2151,-3.6369,-4.3624,1.475,0.0763,-0.9368,-3.0919,-0.3305,-0.6226,0.4448,-1.8498,-0.3421,0.8222,1.9017,0.6425,0.1426,1.0036,-2.3942
5.2981,5.5872,0.9124,2.6333,2.5188,0.7431,1.385,-0.3143,0.5298,-1.6131,1.2547,-1.8533,1.2526,0.9488,1.6934,-2.0151,-1.0783,1.3626,-1.7353,-1.6197,-1.1594,0.6851,-0.9855,-0.5181,-2.0146,-1.5338,-1.4638,-1.802,-0.4914,-0.6097,-0.4026,-0.989,0.3894,0.1924,-0.7409,-0.3939,1.1461,-0.1937,0.0856,-2.2897,-3.1718,-3.961,1.5826,-0.3021,-0.905,-3.6121,-0.3276,-0.6722,0.9661,-1.8462,-0.3421,0.6514,2.6233,0.7976,-0.3184,1.0846,-2.3179
2.91,2.0076,-0.5574,0.488,1.0634,0.9805,1.2356,0.0394,0.5948,-1.6279,2.2051,-1.2759,1.5027,1.1899,2.2786,-1.4362,-0.503,1.5662,-0.7514,-2.0861,-0.8841,0.9375,-0.7616,-0.3293,-1.7535,-1.4923,-1.1967,-1.8461,-0.2241,-0.4041,-0.3392,-0.9688,0.1149,0.2815,0.3056,0.2653,1.8346,0.4126,0.7408,-1.3441,-2.0409,-2.7794,2.0495,0.4389,-0.3564,-2.3605,0.0099,-0.1026,1.1538,-1.7533,0.0866,1.5181,3.1927,1.0656,0.2809,1.2639,-1.912
2.9217,2.8673,-0.006,0.7219,1.3889,1.018,1.3398,-0.1394,0.3127,-1.392,1.7126,-1.5653,1.1687,1.1845,2.1005,-1.4406,-0.701,1.3294,-1.0445,-2.0545,-1.1892,0.8543,-0.8331,-0.5227,-1.7036,-1.585,-1.3321,-1.7762,-0.193,-0.3447,-0.5259,-1.0502,0.1601,-0.0564,0.2261,1.0062,2.355,1.0543,0.4111,-1.616,-2.402,-2.3406,1.8842,0.3803,-0.1276,-2.3302,-0.0347,-0.1553,1.4218,-1.6095,0.0584,1.7203,3.2738,1.5208,0.6276,1.5861,-2.0419
1.6985,1.3319,-1.8193,0.0491,0.1773,1.3658,1.8677,-0.1052,1.0563,-0.8704,1.8957,-1.6072,1.3558,1.363,2.6104,-1.0675,-0.1437,1.5828,-1.4783,-1.7177,-0.423,1.1041,-0.7247,-0.5059,-1.7592,-1.4869,-1.2216,-1.6835,-0.4653,-0.6291,-0.5104,-0.9798,-0.1559,0.3569,0.1208,0.4441,2.1326,0.8213,0.2345,-2.024,-3.162,-2.2915,1.6235,0.1704,-0.4673,-2.0965,-0.2044,-0.0951,1.0907,-1.7013,-0.1989,1.6536,2.8477,1.1601,0.4076,1.2329,-2.5433
4.8697,3.8265,0.1135,1.7698,2.3912,0.4819,1.109,-0.655,0.0399,-1.4812,1.4069,-2.0082,1.0502,0.9331,1.4945,-2.3772,-1.0687,1.3294,-1.3366,-1.9248,-1.0395,0.9058,-0.8581,-0.4939,-1.6208,-1.5674,-1.2617,-1.8974,0.1821,-0.2135,-0.4091,-1.021,0.665,0.297,0.3652,0.2121,1.6773,0.1477,0.776,-1.4517,-2.8508,-2.5006,1.9133,0.762,-0.17,-1.9231,0.1034,-0.1609,1.2315,-2.2114,0.3928,1.7888,3.7232,1.7799,0.5319,1.6474,-1.735
3.391,2.5401,-0.2812,1.1056,1.5411,1.238,1.3794,0.5021,1.2235,-1.3356,1.9936,-1.6216,1.5507,1.088,1.9276,-2.1179,-1.0639,1.3438,-1.5003,-1.8524,-1.4928,0.878,-0.5274,0.0587,-1.4366,-1.3689,-1.5067,-2.0343,0.1262,-0.0457,-0.4157,-1.0191,0.3116,0.5007,0.1711,0.5503,1.9993,0.2214,0.8241,-1.7729,-2.3402,-2.4781,2.1991,0.8749,0.3023,-1.9371,-0.0254,-0.2229,1.3878,-1.5975,0.3422,1.8148,3.6697,1.9551,0.5107,1.539,-1.9466
1.1962,0.0875,-1.7091,0.2217,1.3928,1.2661,1.8435,0.0394,0.7964,-1.2551,3.1964,-1.2994,1.6284,1.2723,2.0779,-1.4676,-0.6858,1.2899,0.4467,-2.1958,-1.3453,1.6101,-0.3396,-0.1359,-1.4045,-1.3721,-1.378,-1.8624,-0.0445,-0.2466,-0.3706,-1.0762,-0.0635,0.1924,0.2776,0.4848,1.8303,0.3735,0.6288,-0.3232,-2.7137,-2.7105,1.7319,0.9908,0.3094,-1.0873,-0.154,-0.4894,0.6002,-1.7539,-0.1015,1.0597,1.8082,1.1837,-0.1113,1.1446,-2.2059
3.648,2.3677,-0.7507,1.1981,1.3575,1.4691,1.8629,-0.0141,0.7236,-1.0886,1.8808,-1.5429,1.4436,0.762,1.3984,-2.3264,-0.9532,1.3765,-1.2851,-1.5767,-1.09,1.0319,-0.6415,-0.3061,-1.5773,-1.4731,-1.5745,-2.025,-0.4145,-0.832,-0.855,-1.0947,0.2463,0.2579,-0.5475,-0.5123,1.1757,-0.5166,0.2269,-1.7845,-3.0938,-3.7679,1.7271,0.5286,-0.2233,-1.9442,0.2266,0.1874,1.6025,-1.4521,0.2658,1.8479,3.5305,1.7438,1.1061,1.8049,-2.0458
3.0972,2.2903,0.2077,0.6968,1.5867,0.6605,0.9829,-0.3929,0.1287,-1.6429,1.4748,-1.6765,1.0952,1.3479,2.4477,-0.7678,-0.7078,1.4492,-0.903,-2.0388,-1.303,0.707,-1.0988,-0.713,-1.6982,-1.556,-1.1362,-1.7331,-0.2926,-0.2276,-0.288,-0.8916,0.351,-0.083,0.1629,0.7286,2.1388,0.9732,0.6288,-1.3944,-2.3503,-2.371,1.7811,0.5625,-0.3288,-1.9092,-0.2145,-0.2077,0.9761,-1.7264,0.0198,1.5931,2.6212,1.3066,0.6474,1.3509,-2.1334
3.5796,4.1846,-0.0736,0.9707,2.4657,1.0286,1.7196,-0.382,0.8867,-1.2091,2.3312,-1.3447,1.388,1.0908,2.2465,-1.4861,-0.7354,1.5919,-0.3219,-1.9112,-0.8941,1.6282,-0.6286,-0.4312,-1.582,-1.4861,-1.3289,-1.7522,-0.2151,-0.6571,-0.4341,-0.9908,0.1601,0.01,-0.1482,-0.0664,1.6619,0.3464,0.47,-1.2864,-2.3811,-2.9938,1.7425,0.8096,0.1723,-1.6351,-0.4002,-0.3128,1.1135,-1.8623,-0.3601,0.9334,2.1973,1.4358,0.5249,1.3509,-2.3517
2.7243,2.3066,-0.0408,0.7891,1.6378,0.6076,1.1639,-0.3105,-0.5031,-1.3578,2.5302,-1.3885,1.6888,1.1279,2.4001,-1.6354,-0.6112,1.6411,-0.9404,-1.918,-0.5487,1.2884,-0.9597,-0.4087,-1.6308,-1.4088,-1.5107,-1.7016,0.4266,-0.1564,0.1893,-0.7957,1.0196,0.3273,-0.003,0.6628,2.355,0.9134,0.8169,-1.3199,-2.2347,-2.7653,2.0864,1.2241,0.5534,-0.7375,0.1381,0.5683,1.9148,-1.5741,0.2658,2.7176,3.6149,1.9369,1.0391,1.9761,-1.9536
4.2774,4.3599,0.294,1.8293,3.1112,0.1872,0.5555,-1.03,-0.0826,-1.8898,1.5632,-1.7863,1.1533,1.1111,1.576,-2.5566,-0.8631,1.2824,-1.2362,-1.9248,-1.266,1.1425,-0.77,-0.7388,-1.4657,-1.6274,-1.46,-1.7855,0.1356,-0.4122,-0.358,-0.8146,0.5808,-0.3643,0.6837,1.2211,2.5373,1.215,1.1537,-0.9469,-1.3564,-1.2794,2.3518,1.4606,1.0835,-0.1408,-0.2851,-0.6471,1.2893,-1.9655,-0.3058,0.7102,2.8089,0.9361,-0.1244,1.2355,-2.275
2.5163,1.3798,-0.7138,0.3607,1.7951,0.4526,0.891,-0.557,-0.6834,-1.6034,1.9106,-1.6216,1.2006,0.8029,1.6511,-2.143,-0.9257,1.029,-0.7748,-2.896,-1.4355,1.0278,-1.0066,-0.5745,-1.9704,-1.5401,-1.5714,-2.0736,-0.381,-0.4996,-0.5517,-1.1072,0.0297,-0.3969,-1.3697,-0.6476,0.8183,-0.4421,-0.7001,-2.165,-4.5166,-3.7765,0.967,-0.3524,-1.072,-3.1369,-0.0243,0.2813,1.2399,-1.7905,0.0958,1.986,2.3774,1.3102,0.4673,1.5646,-2.1246
0.7945,-0.3133,-2.6286,-0.1942,0.7662,0.5873,0.9043,-0.736,-0.7587,-1.5843,2.1219,-1.8856,1.1795,0.9713,1.9489,-2.1601,-0.8417,1.5973,-0.6708,-2.3791,-0.9941,1.6023,-1.1165,-0.8282,-1.8621,-1.6497,-1.4947,-1.9292,-0.2626,-0.6356,-0.4772,-1.1178,0.2125,-0.5318,-0.1411,0.1037,1.4917,0.104,0.5559,-1.543,-3.1274,-3.255,1.7151,0.8128,0.3164,-1.5225,-0.3527,-0.3813,1.2771,-1.8593,-0.3812,0.9838,2.363,1.168,0.106,1.5125,-2.5748
3.5873,2.4398,-0.5574,1.2772,0.8282,0.46,0.8369,-0.8237,0.01,-1.6131,0.107,-2.7269,0.589,0.6887,1.0399,-3.4889,-0.9468,0.9112,-2.1251,-2.1673,-1.5632,0.0679,-1.5191,-1.2106,-2.053,-1.7607,-1.4021,-1.9251,-0.4627,-0.8107,-0.5517,-0.8916,0.4044,0.01,-0.3345,0.058,1.4557,0.0487,0.2859,-1.9636,-3.5352,-3.196,1.6465,-0.0699,-0.6238,-2.8266,-0.4807,-0.8738,0.9205,-1.9828,-0.6348,0.4471,2.3338,0.4858,-0.1465,1.1151,-2.6503
5.1289,4.6562,0.593,1.6938,3.9432,0.6991,1.2473,-0.557,0.2358,-1.5563,1.9303,-1.5791,1.29,0.8848,1.6882,-1.7538,-0.6128,1.2164,-0.1944,-2.2302,-0.9169,1.4192,-0.6988,-0.349,-1.5585,-1.5569,-1.4908,-1.9503,0.0494,-0.1858,-0.3555,-1.0002,-0.0437,0.1582,0.4886,0.426,1.9036,0.2135,0.6561,-0.7494,-2.536,-2.5951,1.8588,1.0335,0.3772,-1.3817,0.5128,0.6821,1.1845,-1.2805,0.7442,2.6788,2.982,2.136,1.2846,1.8516,-1.4522
3.5244,2.8324,-0.4714,0.9814,2.0947,0.6276,0.9634,-0.4012,0.1873,-1.6633,2.2097,-1.296,1.3475,1.2017,2.2693,-1.4676,-0.4901,1.2925,-0.7286,-2.3722,-0.7941,0.9464,-0.4353,-0.3307,-1.2682,-1.4615,-1.2705,-1.7994,0.2811,-0.1984,-0.5259,-1.0423,-0.1018,0.3198,0.5462,0.7736,2.2792,0.8132,0.7038,-1.1721,-2.0965,-2.2169,1.7976,0.7514,0.1557,-1.9231,0.0198,-0.0561,0.8682,-1.7479,0.2008,1.7357,2.3216,1.0909,0.3691,1.2197,-1.8595
3.5083,2.8351,-0.4235,1.2589,1.8316,0.0966,0.3556,-0.9217,-0.9271,-2.0399,1.2184,-2.1858,1.0021,0.7505,1.8342,-2.3067,-0.4731,1.4364,-1.4739,-1.9669,-0.7262,1.4812,-0.9321,-0.713,-1.6208,-1.7688,-1.4091,-2.1509,0.9951,0.106,-0.003,-0.5065,1.3415,-0.5499,0.2412,0.5127,1.9897,0.2524,0.7246,-1.53,-2.5966,-2.3813,1.9536,0.7896,0.5481,-1.8819,0.1034,0.1697,1.9371,-1.7008,0.0773,1.6256,3.1761,1.1759,0.3296,1.7016,-2.294
1.4578,0.2828,-0.7676,-0.5201,-0.3041,0.4964,0.9043,-0.7492,0.3413,-1.4037,1.8205,-1.7242,1.2697,1.658,2.7433,-0.4414,-0.2513,1.7383,-0.6669,-1.9112,-0.581,1.0236,-1.1376,-0.8633,-1.9079,-1.5786,-1.3385,-1.7855,0.2276,0.8722,0.0297,-0.7226,0.7207,-0.1214,0.3964,1.0033,2.223,1.1454,0.4111,-1.6907,-3.2075,-3.0156,1.5955,0.3099,-0.3476,-2.1986,0.2342,0.5683,2.1036,-1.5812,0.3273,2.0538,3.2417,1.3418,0.8859,1.9452,-2.1066
4.5995,3.7664,-0.0931,1.0497,0.7312,0.6799,0.8301,-0.461,0.4737,-1.6841,1.7644,-1.7804,1.2291,0.9127,1.8101,-2.4303,-0.5604,1.9147,-1.2745,-0.9839,-0.0471,1.4667,-1.0309,-0.6701,-1.7883,-1.5877,-1.4752,-1.9146,-0.1537,-0.8497,-0.6971,-1.1072,0.1422,-0.0522,-0.459,-0.2238,1.4294,0.1561,0.5248,-2.1987,-3.1293,-3.636,1.6276,0.6214,-0.1846,-1.9731,-0.1154,-0.008,1.3647,-1.7362,-0.1693,1.4667,2.448,0.8336,0.2891,1.4713,-2.3257
1.6639,0.7497,-2.3905,-0.4072,-0.2273,0.9366,0.7957,-0.3378,0.4455,-1.802,1.8256,-1.7297,1.315,1.2171,2.2786,-1.4406,0.0684,2.4308,-0.1254,-0.5752,0.3545,1.6638,-0.7227,-0.515,-1.611,-1.5406,-1.4162,-1.9392,0.2456,0.0199,-0.3592,-0.8849,0.5808,0.123,-0.434,0.0486,1.4854,0.1894,0.4469,-1.7172,-3.3658,-3.1655,1.6358,0.2896,-0.1403,-2.4341,0.1549,0.2222,2.0935,-1.6378,0.1049,1.6616,3.1761,1.1198,0.7118,1.881,-2.1657
0.9319,-0.0519,-2.4714,-0.3882,-0.6795,0.7118,0.8369,-0.1327,0.2164,-1.8703,3.0556,-0.9544,1.672,1.5881,2.8136,-0.5105,0.3484,2.3189,0.4972,-0.8807,0.4208,1.0605,-0.2713,-0.003,-1.241,-1.3099,-1.058,-1.831,0.4678,0.9958,-0.2178,-0.5403,1.0398,0.0584,0.6406,1.0092,2.1621,0.9314,1.1445,-0.5348,-1.6514,-2.6709,1.9665,0.63,-0.1724,-1.9731,0.5792,0.9684,1.9673,-1.2428,0.8686,2.9321,3.1595,1.0825,1.1658,1.9452,-1.3707
0.9999,0.1431,-0.9537,-0.2962,0.9451,-0.4338,-0.1919,-1.4835,-1.0251,-2.4638,1.6706,-1.8922,0.817,1.1071,1.9058,-1.1054,-0.7078,1.466,-1.0644,-1.6148,-0.8404,1.2405,-1.6332,-1.3626,-2.3395,-1.8014,-1.3482,-1.8078,0.1821,0.2646,0.0877,-0.8533,0.3036,-0.1037,0.7591,0.9668,2.4758,1.4316,1.2373,-0.5879,-1.7851,-1.2794,2.1418,1.5976,1.1501,0.1035,-0.0568,0.0491,1.384,-1.8299,-0.2085,1.4228,2.3774,1.128,0.3534,1.3669,-2.2898
3.5562,2.5341,-0.2526,0.5023,1.1421,0.6343,1.317,-0.4669,0.5484,-1.5291,2.3709,-1.6817,1.4479,1.0031,2.0732,-1.1615,-0.4034,1.5282,-0.1658,-1.6803,-0.3701,1.6663,-0.6396,-0.4426,-1.6822,-1.4296,-1.4488,-1.9927,0.0298,-0.5672,-0.6603,-0.8386,0.2956,-0.3019,-0.0473,0.2043,1.8807,0.3668,0.6954,-1.0779,-3.236,-3.1636,1.7722,0.9422,0.5587,-1.265,-0.0111,0.1874,1.495,-1.7899,-0.1326,1.6094,2.604,1.452,0.196,1.6812,-2.3528
